machine_id,timestamp,cpu_util_percent,mem_util_percent,disk_io_percent,net_in,net_out,col_7,col_8
m_1965,2025-07-23 20:02:22.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 20:03:02.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 20:03:22.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 20:06:12.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 20:07:22.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 20:08:12.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 20:10:02.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 20:10:32.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 20:13:52.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 20:16:22.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 20:17:02.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 20:19:52.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 21:53:22.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 21:55:02.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 21:56:02.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 21:57:32.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 21:57:42.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 21:58:12.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 21:59:12.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 22:01:42.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 22:02:42.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 22:03:32.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 22:07:32.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 22:07:52.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 22:09:52.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 22:16:12.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 22:17:52.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 22:18:52.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 22:20:32.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 22:21:32.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 22:22:42.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 22:24:52.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 22:25:52.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 22:27:02.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 22:27:42.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 22:27:52.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 22:29:02.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 22:30:42.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 22:33:12.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 22:36:12.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 22:36:32.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 22:37:32.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 22:38:42.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 22:40:12.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 22:41:02.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 22:41:12.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 22:41:52.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 22:42:12.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 22:42:42.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 22:45:32.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 22:46:42.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 22:47:52.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 22:48:22.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 22:49:02.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 22:49:42.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 22:50:02.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 22:50:42.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 22:50:52.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 22:51:02.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 22:59:32.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 23:00:02.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 23:02:22.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 23:04:52.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 23:05:12.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 23:06:52.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 23:09:22.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 23:13:02.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 23:14:32.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 23:14:52.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 23:16:52.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 23:17:02.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 23:21:02.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 23:22:42.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 23:24:52.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 23:25:12.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 23:25:42.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 23:26:12.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 23:26:42.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 23:27:32.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 23:29:02.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 23:29:52.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 23:31:02.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 23:32:22.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 23:33:02.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 23:37:22.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 23:39:02.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 23:42:32.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 23:42:52.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 23:45:42.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 23:46:12.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 23:46:22.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 23:52:52.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 23:54:12.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 23:55:52.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 23:56:22.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 23:59:42.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 23:59:52.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-24 00:00:22.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-24 00:06:12.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-24 00:06:42.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-24 00:07:42.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-24 00:09:42.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-24 00:15:32.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-24 00:19:12.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-24 00:19:32.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-24 00:20:02.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-24 00:21:22.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-24 00:23:32.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-24 00:24:12.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-24 00:26:02.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-24 00:28:02.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-24 00:30:52.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-24 00:31:32.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-24 00:32:12.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-24 00:32:32.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-24 00:34:02.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-24 00:35:02.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-24 00:35:52.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-24 00:39:22.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-24 00:40:12.247255,1,2,,,0.0,0.0,0
m_1965,2025-07-24 00:40:22.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-24 00:40:42.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-24 00:41:42.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-24 00:43:12.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-24 00:44:12.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-24 00:47:02.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-24 00:51:02.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-24 00:52:22.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-24 00:57:32.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-24 00:59:42.247255,0,2,,,0.0,0.0,0
